,spam,msg_length,msg
5115,1,156,get lion england tone reply lionm mono lionp poly go www ringtones co uk original n best tone gbp network operator rate apply
5116,0,53,thanks fill complete calm reassurance
5117,0,88,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning
5118,0,28,driving training
5119,0,43,lol real told dad cancer
5120,1,44,private account statement
5121,0,32,oops lt gt
5122,0,69,enufcredeit tocall shall ileave uni get bus yor house
5123,0,30,hi chikku send nice msg
5124,0,154,impossible argue always treat like sub like never released remind necessary
5125,0,107,work ah den plus lor u workin oso rite den go orchard lor place go liao
5126,0,101,wonderful okors great month cherish guy wish well day mojibiola
5127,0,31,cuz ibored wan na study
5128,0,49,wot wed nite til
5129,0,281,rose red red blood blood heart heart u u send ti ur friend including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try
5130,0,37,way
5131,0,70,suck go u hair free right
5132,0,114,still working time also tried adding zero saving checking lt gt
5133,0,116,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep
5134,0,47,sday joined training started today
5135,0,27,sorry grocer
5136,0,87,nice pub near frankie n benny near warner cinema
5137,1,162,costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max min
5138,0,88,yup havent want go yoga call book
5139,0,228,oh shut omg yesterday dream kid boy pissed kid boy even told mark dream changing diaper cause getting owed face
5140,0,102,yeah imagine would really gentle unlike doc treat patient like turkey
5141,1,162,free st week nokia tone ur mobile every week txt nokia get txting tell ur mate www getzed co uk pobox w wq norm p tone
5142,0,133,started dont stop pray good idea anything see help guy forward link
5143,0,88,hi darlin im helen fone im gon na b prince nite please come tb love kate
5144,0,36,office da
5145,0,77,aiyar u poor thing give u support k jia think u
5146,0,104,oh unintentionally bad timing great finger train play along give fifteen min warning
5147,1,155,get garden ready summer free selection summer bulb seed worth scotsman saturday stop go notxt co uk
5148,0,87,k come wenever u lik come also tel vikky come getting free time
5149,0,28,pls call da happen
5150,0,130,happy new year u ur family may new year bring happiness stability tranquility ur vibrant colourful life
5151,0,79,problem renewal right away dont know detail
5152,0,184,idk sitting stop shop parking lot right bawling eye feel like failure everything nobody want feel like failing
5153,0,53,left yet probably gon na til dinner
5154,0,31,like lt gt question
5155,0,85,new year eve ok went party boyfriend si hey
5156,0,77,sir need velusamy sir date birth company bank facility detail
5157,0,23,k k sm chat
5158,0,76,come karnan car please wait till pm directly goto doctor
5159,0,28,bluray player
5160,0,30,ok r meeting later
5161,0,75,lol need cash nitros hurry come crash
5162,0,36,send text skype later
5163,0,23,ok leave need ask
5164,1,160,congrats mobile g videophones r call videochat wid ur mate play java game dload polyph music noline rentl bx ip p
5165,0,31,still got lesson sch
5166,0,99,dun believe leh tot told true already thk muz c u tog believe
5167,0,24,oh charge camera
5168,0,65,got salt rub open wound like
5169,0,24,going lunch
5170,0,84,school n da lab stuff give call r done
5171,0,28,oh k come tomorrow
5172,0,46,aight text tonight see
5173,0,4,u
5174,0,55,water logging desert geoenvironmental implication
5175,0,93,raji pls favour pls convey birthday wish nimya pls today birthday
5176,0,70,company good environment terrific food really nice
5177,0,86,strange watching nd one bed sweet dream miss u
5178,1,119,sm auction brand new nokia auction today auction free join take part txt nokia
5179,0,101,hi hope u r ok said would text u seen let gently please
5180,0,157,babe fucking love know fuck good hear voice need crave get enough adore ahmad kiss
5181,0,49,k sure relative home sm de pls
5182,0,25,sent like
5183,0,35,fuuuuck need stop sleepin sup
5184,0,48,town jus take mrt later
5185,0,43,cooked rather nice salmon la
5186,0,27,uploaded mine facebook
5187,0,18,time u wrkin
5188,0,4,okie
5189,1,142,ree entry weekly comp chance win ipod txt pod get entry std txt rate c apply detail
5190,1,156,record indicate u maybe entitled pound compensation accident claim free reply claim msg stop txt stop
5191,0,22,sorry call later
5192,0,69,oh oh den muz change plan liao go back yan jiu
5193,0,37,wylie tampa sarasota
5194,0,39,ok take ur time n enjoy ur dinner
5195,0,134,darren saying dat u meeting da ge den dun meet dinner co later u leave xy feel awkward den u meet lunch lor
5196,1,150,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logo pic
5197,0,83,like cheap happy splash wine make feel better
5198,0,116,fine difficulty phone work mine pls send another friend request
5199,0,42,ugh leg hurt musta overdid mon
5200,1,151,call germany penny per minute call fixed line via access number prepayment direct access www telediscount co uk
5201,1,162,costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max min
5202,0,40,wot student discount u get book
5203,0,23,fine absolutly fine
5204,0,61,come get b quite diff guess rite
5205,1,160,mobile mths update free orange latest colour camera mobile unlimited weekend call call mobile upd freefone stoptxt
5206,0,43,reach ur home lt gt minute
5207,0,109,babe answering see maybe better reboot ym got photo great
5208,0,30,hi think match
5209,0,329,know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness mean day completely stop
5210,0,91,dai downloaded exe file run exe installing
5211,0,31,yesterday true true
5212,0,29,k k business
5213,0,22,pa selected
5214,1,136,natalja f inviting friend reply yes see www sm ac u nat stop send stop frnd
5215,0,40,keep ten r shelf buy two egg
5216,0,29,late
5217,0,38,well thats nice bad cant eat
5218,0,41,accidentally brought em home box
5219,0,51,pls need dat slowly vomit
5220,0,35,take exam march
5221,0,89,jane babe goin wrk feel ill lst nite foned already cover chuck
5222,0,51,night nt staying port step liao ex
5223,0,40,die want u stuff
5224,0,108,oh fuck juswoke bed boatin dock slept wid year old spinout giv u da gossip l r xxx
5225,0,141,smile pleasure smile pain smile trouble pours like rain smile sum hurt u smile becoz someone still love see u smiling
5226,0,45,prabha soryda realy frm heart sory
5227,0,71,met alex nichols middle school turn dealing
5228,1,146,private account statement fone show un redeemed point call identifier code expires
5229,0,35,mean u could keep ur word
5230,0,29,nope still market
5231,0,143,realise busy guy trying bother get exam outta way try car gr day
5232,1,158,chosen receive award pls call claim number collect award selected receive valued mobile customer
5233,0,48,hey project started aha da
5234,0,21,ok cool see ya
5235,0,98,uworld site buying qbank buying self assessment also
5236,0,136,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
5237,1,155,someonone know trying contact via dating service find could call mobile landline box sk ch
5238,0,32,yeah still give ride
5239,0,43,jay want work first sound
5240,0,48,gud gud k chikku tke care sleep well gud nyt
5241,0,25,part checking iq
5242,0,19,hmm thinking lor
5243,0,133,course tease know simply must see grin keep posted prey loving smile devouring kiss
5244,0,66,thanks temales wonderful thank great week
5245,0,58,thank princess want see nice juicy booty
5246,0,119,eaten day sitting staring juicy pizza eat med ruining life
5247,0,53,gud ni dear slp well take care swt dream muah
5248,0,38,u come n search tat vid finishd
5249,0,45,k leaving soon little
5250,1,126,urgent please call landline cash holiday await collection c sae po box xy
5251,0,99,yeah work fine started last week stuff dull easy guy fun
5252,0,77,study alone without anyones help cant need study
5253,0,55,please tell car key purse
5254,0,23,didnt get anything da
5255,0,21,ok sweet dream
5256,0,33,well big surprise
5257,0,46,usual iam fine happy amp well
5258,0,23,cbe chennai
5259,0,82,help u swoop picking u wherever ur bird r meeting u want
5260,0,127,anyone call treadmill say buy make sure working found ad craigslist selling lt gt
5261,0,74,absolutely love south park recently started watching office
5262,0,23,see film
5263,0,65,pls speak wont ask anything friendship
5264,0,324,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one get name person bt girlfrnd g n g h
5265,0,26,gud ni swt drms take care
5266,0,152,hi darlin kate u doin somethin tonight im going pub called swan something parent one drink phone u
5267,0,44,anything lar going home dinner
5268,0,80,er enjoyin indian mo yep sall good hehe hows bout u shexy pete xx
5269,1,145,prize go another customer c www c biz p min polo ltd suite london w j hl please call back busy
5270,0,51,u fix teeth asap ok take care
5271,0,45,u wan come dinner tonight
5272,0,152,hello u u u b moving flat co need arrange pick lamp etc take care hello caroline
5273,0,42,late k wish
5274,0,101,hi hope ur day good back walk table booked half eight let know ur coming
5275,0,29,oh yeah clearly fault
5276,0,63,dunno leh cant remember mayb lor wat time r meeting tmr
5277,0,168,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night
5278,1,143,urgent mobile number awarded prize guaranteed call land line claim valid hr ppm
5279,0,109,helloooo wake sweet morning welcome enjoy day full joy gud mrng
5280,0,35,vikky come around lt time gt
5281,0,38,princess
5282,0,49,gone get info bt dont know
5283,0,31,yeah probably
5284,0,24,sent ur email id soon
5285,1,155,urgent week free membership prize jackpot txt word claim c www dbuk net lccltd pobox ldnw rw
